genes,Macrophagen00h,Macrophagen02h,Macrophagen06h,Macrophagen12h,Macrophagen24h,Macrophagen48h,Macrophagen72h,Monocyten00h,Monocyten02h,Monocyten06h,Monocyten12h,Monocyten24h,Monocyten48h,Monocyten72h,Neutrophiln00h,Neutrophiln02h,Neutrophiln06h,Neutrophiln12h,Neutrophiln24h,Neutrophiln48h,Neutrophiln72h,NKn00h,NKn02h,NKn06h,NKn12h,NKn24h,NKn48h,NKn72h,pDCn00h,pDCn02h,pDCn06h,pDCn12h,pDCn24h,pDCn48h,pDCn72h,Bn00h,Bn02h,Bn06h,Bn12h,Bn24h,Bn48h,Bn72h,Tn00h,Tn02h,Tn06h,Tn12h,Tn24h,Tn48h,Tn72h
Ptx3,-0.193026426048974,-0.193026426048974,0.229781633994148,0.658863700380984,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,0.150057186818659,6.7757714154379,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.161807595156826,-0.0805505014283483,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,0.226556005595347,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.182942033557687,0.00656706330839234,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.0942662594825657,-0.193026426048974,-0.193026426048974,-0.193026426048974,-0.193026426048974
Slfn2,-0.650266483316705,-0.276718273019141,1.79551417842665,2.63875462852863,-0.614270668163058,-0.211792171070365,-0.487419889180523,0.364811803459532,0.322712877894994,2.39025995435687,3.79294720463258,0.595236871555729,0.636621450243426,0.265195970880522,-0.507588455959429,-0.514860535825842,0.376459348628662,1.3956317394232,-0.472794931999117,-0.49941640054879,-0.528123156219915,-0.775861051162151,-0.833930340239905,-0.202578051569797,1.80389974505853,-0.514646322864359,-0.813136131292146,-0.758680491706377,-0.553124990310087,-0.727970334696363,-0.107140025182341,0.391848376436704,-0.497335367479277,-0.487650665530476,-0.624685973517043,-0.605084162975576,-0.525877364218449,0.0931777581189967,0.654296276104655,-0.399933163845779,-0.529610054061671,-0.292839871086973,-0.697029658919027,-0.733269400315468,-0.24478927884595,0.202872273860571,-0.53084175858398,-0.667044693664275,-0.833930340239905
N4bp1,-0.127350892030303,-0.457948821278889,2.3402181385559,3.5680781821487,-0.61970743834837,0.706729923856394,-0.523060614861203,0.106825998366708,0.271671493712776,0.518234340863468,3.63036635003765,0.256847382548128,0.151757986647885,-0.285781740547115,-0.484548316425771,-0.31078218581355,0.467319005699034,1.93177681436749,-0.439867591227569,-0.340077265348788,-0.53466559606251,-0.520526823708365,-0.527278811159396,-0.2004774384244,0.95344485728925,-0.857901597763047,-0.265407186449424,-0.638316788031929,-0.590099817226763,-0.599021141372957,-0.413907750391085,0.034595463022147,-0.471743743394423,-0.328393337179231,-0.740230725741483,-0.611236020087262,-0.54330602290353,-0.381754039624624,0.971187236108119,-0.281423389469506,-0.204239487661465,-0.333854758599454,-0.772982670761786,-0.599271451539114,-0.108911641486176,0.643763113552831,-0.857901597763047,-0.797011692464003,-0.783827891629946
Ehd1,-0.0810017754584186,-0.178551114706828,2.6526955916741,3.51785043974246,-0.554863122070705,-0.266812878359819,-0.171503164201336,-0.229345441291896,-0.478889460542622,0.669125778292034,4.50727716182898,-0.177877995381176,-0.0902168756606508,-0.275436631186109,-0.242127492709724,-0.287681498097513,-0.494253418377984,0.233807377555939,-0.094083836646736,-0.236826436305459,-0.322630570770395,-0.69958260491561,-0.69958260491561,-0.0782364002768474,0.64314260128651,0.139005001170553,-0.584617166537862,-0.69958260491561,-0.550025732042721,-0.621175320478658,-0.603982788680807,0.649679726453363,-0.22787486263727,-0.69958260491561,-0.373269479814087,-0.354115876775456,0.12498294887839,-0.0613363267094734,-0.376469363532547,-0.107918112067597,0.0238616027475679,0.430459550414131,-0.439562236057336,-0.476114887355837,-0.543948727064617,-0.505736445342166,0.204560410881952,-0.293333918572134,-0.618298415550751
Ccl2,-0.321620861932171,-0.321620861932171,1.2330275223538,4.56084648747209,0.116644525068395,0.0998731397333062,-0.321620861932171,-0.163683861026182,-0.246397035332899,2.32065632508331,4.06795938101018,-0.200449375216762,-0.120165508281666,-0.287858758333521,-0.321620861932171,-0.321620861932171,-0.261037922766625,-0.279895022982534,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.184833522395433,-0.321620861932171,-0.100704976490762,-0.25942503910105,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.281687325761771,-0.321620861932171,-0.242243140416255,-0.251300798636275,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.321620861932171,-0.192320097946395,-0.321620861932171,-0.321620861932171,-0.321620861932171
Sod2,0.0475512726473616,-0.0283008310928248,1.20527108684585,4.20450094746054,-0.254940751562847,-0.146437102057504,-0.250616901812547,-0.171539256768776,-0.134121189588196,0.294628248231819,4.97085215854179,-0.184894800420873,-0.152488791903647,-0.0845682288312234,-0.371539206670861,-0.35657979528516,-0.343362450291046,0.57844721408345,-0.371208204192387,-0.37913673039538,-0.378724303318247,-0.279676650083362,-0.420875787930216,-0.224378334278977,-0.0673744263845778,-0.420875787930216,-0.420875787930216,-0.420875787930216,-0.25240170337071,-0.347877727284329,-0.338369296180611,-0.235629219699356,-0.420875787930216,-0.274023497576415,-0.223811512091164,-0.302497824247879,-0.235645843313171,-0.334589956262335,0.246841861766295,-0.396056997095784,-0.178013305297351,-0.389636162896496,-0.289262642354103,-0.420875787930216,-0.241506361247266,-0.0726043524087805,-0.268441873115511,-0.18716791197604,-0.275413920640071
Tnf,-0.422495311378698,-0.27760434122631,1.26452715764522,5.13384491296183,-0.0746345937828388,-0.422495311378698,-0.422495311378698,-0.286155439770353,-0.243363633995665,0.197492799578954,3.62382521448868,-0.325497822131879,-0.395374800621988,-0.395927382888081,-0.35277786205842,-0.263999835156549,0.434717380541677,1.081910015802,-0.321892768475767,-0.290869591203153,-0.380783656681363,-0.422495311378698,-0.422495311378698,-0.0502983440682197,-0.422495311378698,-0.422495311378698,-0.422495311378698,-0.422495311378698,-0.422495311378698,-0.369845364946596,0.0723413357429882,0.137966253452056,-0.104232504368072,-0.422495311378698,-0.422495311378698,-0.422495311378698,-0.422495311378698,-0.130511410223546,0.618330518118373,-0.358287878784436,-0.422495311378698,-0.422495311378698,-0.306554381640258,-0.422495311378698,-0.131465993456537,0.295482722670115,0.22705021067339,-0.422495311378698,-0.422495311378698
Ifi205,-0.562034667516501,-0.40848976597929,3.83047414344386,2.65569216103745,-0.270011892106152,1.03093488115906,1.19166872600228,-0.484391977377092,-0.390089574119583,0.10688416376204,0.303795383114225,-0.479452749318828,0.378884612998011,0.0513860063488932,-0.556069887363138,-0.562034667516501,-0.488458954173912,-0.535876314427178,-0.551605182419414,-0.543135188887214,-0.562034667516501,-0.411761649264173,-0.562034667516501,-0.562034667516501,-0.185028186987235,-0.562034667516501,-0.562034667516501,-0.562034667516501,0.0689344230290958,-0.104328925488111,0.670985108232258,2.10134606373137,0.855012264216372,2.36739954243972,1.80184190085385,-0.562034667516501,-0.562034667516501,-0.527471679873639,-0.521978241985195,-0.562034667516501,-0.562034667516501,-0.523759056559571,-0.562034667516501,-0.562034667516501,-0.475431693502544,-0.403309112755696,-0.562034667516501,-0.562034667516501,-0.562034667516501
Zfand5,-0.129396407489796,1.09936824483103,4.26275096203836,1.95656369377556,0.190834655294396,-0.942018463190596,-0.694261373393385,0.254337006027304,0.594541449458287,2.98442909059057,1.74815284356154,0.161638931217166,0.120679679759126,-0.367375556500838,-0.600824293025644,-0.49056437310932,0.386461148309741,-0.168125146104424,-0.515640262295324,-0.472025327787886,-0.703602500411827,-0.5965684990669,1.04705033734578,-0.383403876568343,-0.365864469215025,-0.425233319002886,-0.420055881075198,-0.404537585730321,-0.37709551783716,-0.0472626989428463,0.744985319704639,0.920882323203051,-0.257139963005308,-0.272790815465102,-0.838095619514492,-0.464170645623515,-0.298428105256775,-0.199349524074945,-0.283817782262852,-0.552055779509134,-0.133489947763979,-0.536058887378396,-0.643975885928226,-0.795231034097312,-0.421547671267977,-0.163482832428964,-0.942018463190596,-0.739507704673431,-0.827659472927819
Marcks,0.955476284968845,1.0333105419947,4.94203444271936,3.12583441477688,-0.0584838654166224,-0.145374017007625,0.0738417277747389,-0.103964155270278,-0.158739388462972,1.55806733078646,1.34717649702746,-0.218873986672857,-0.187261381036927,-0.294478271472706,-0.434373160034533,-0.452730878969009,-0.206272875674018,-0.447116992218455,-0.522979487830312,-0.500170926444341,-0.526164600666844,-0.579290214949767,-0.276885493660404,-0.423647101493739,-0.349662083459788,-0.579290214949767,-0.546892452807924,-0.579290214949767,-0.0688897026881778,0.348350901250332,0.842878129380676,0.453680324007585,-0.485543311729541,-0.327282766757822,-0.41226926931711,-0.212182699342367,-0.106461845738918,-0.250127833016204,-0.367263820581299,-0.555923616712278,-0.398121892892384,-0.518404572673777,-0.480552797032025,-0.3456291899692,-0.439583762319421,-0.44174176548247,-0.579290214949767,-0.579290214949767,-0.520149555085855
Dusp1,0.181103671508294,0.142665971574338,5.48305593460567,2.45149497770352,0.115000391421015,-0.417579875237624,-0.417579875237624,-0.281545934632708,-0.273088271874945,2.30839845556251,1.15262737441071,-0.368216014526982,-0.374453756501855,-0.401989094650501,-0.250769894133327,-0.274786079460964,0.580908826805052,0.00922315182544925,-0.392268261676411,-0.383707071375273,-0.352460411372948,-0.417579875237624,-0.417579875237624,-0.20403949368278,-0.0955545512729076,-0.417579875237624,-0.417579875237624,-0.263688666010757,-0.417579875237624,-0.417579875237624,0.0684500016527485,0.0243386377584615,-0.417579875237624,-0.417579875237624,-0.3348693489483,-0.391583233093116,-0.342642662243625,0.137065796063719,-0.307258509619922,-0.417579875237624,-0.247310207044068,-0.417579875237624,-0.417579875237624,-0.417579875237624,0.190902028872396,-0.255306196016895,-0.417579875237624,-0.368419557823606,-0.417579875237624
Pde4b,-0.361220641491832,-0.54664000678279,4.90384726876957,1.95055906428188,-0.54664000678279,-0.54664000678279,-0.288786797027356,-0.393813639716295,-0.137171694370123,0.293841719878547,1.50597715127442,-0.435353811202171,-0.52989618448437,-0.50047260991995,-0.481332305677403,-0.4813597551979,-0.220638099360145,0.413414001578037,-0.533574496185659,-0.54664000678279,-0.532063762562787,-0.54664000678279,1.20105525495653,0.491744937708474,0.179777115055364,-0.54664000678279,-0.54664000678279,-0.54664000678279,-0.35893101065262,-0.227901403995146,0.0423255593879367,0.40474470585974,-0.54664000678279,-0.54664000678279,-0.384202433331221,-0.0457985535439016,0.128941864786402,2.5959403050994,0.330995946787959,-0.54664000678279,-0.54664000678279,-0.524179375230202,-0.146707968446637,-0.54664000678279,1.10876096998827,-0.222281214492169,-0.54664000678279,-0.54664000678279,-0.54664000678279
Dusp2,-0.343326807823532,-0.436676190949485,5.48308406694827,2.5340172659941,-0.436676190949485,-0.436676190949485,-0.436676190949485,-0.423505708895056,-0.403897978741905,0.977753428315346,0.214090350551243,-0.427087791890754,-0.427211907611157,-0.423793519710844,-0.417200562404138,-0.42064005111801,-0.285028388128039,-0.355202416733362,-0.436676190949485,-0.436676190949485,-0.436676190949485,-0.301606055112516,-0.436676190949485,0.803204020549562,1.33967400289744,-0.436676190949485,-0.348110098008201,-0.436676190949485,-0.436676190949485,-0.357454488558236,0.128604863626711,0.144265515430474,-0.436676190949485,-0.436676190949485,-0.436676190949485,-0.136428513240013,-0.0403472138570812,0.945253916358886,-0.133133541543151,-0.371527847589241,-0.436676190949485,-0.436676190949485,0.0586976146343922,-0.342089980697397,1.2749263132439,-0.173892817227496,-0.139617651962085,-0.385028731331335,-0.260620231175016
Etv3,-0.297445962485229,-0.339977229204544,6.08931011806386,0.885906894141381,-0.537060989339048,-0.537060989339048,-0.537060989339048,-0.149329584680104,-0.0752660546050976,0.885327442181671,0.00807276546534967,-0.0790891640925289,-0.225464708601408,-0.399063726036634,-0.518253228405146,-0.45779080181381,-0.186272165592322,-0.339463392943269,-0.505620481058391,-0.472002358857492,-0.521296502469603,-0.348310705770473,1.19284246980498,0.285407871818589,0.70761237525308,-0.537060989339048,-0.14361248809699,-0.537060989339048,-0.428690853519484,-0.203179337617141,0.7527921639063,0.169547197682686,-0.144289454344519,-0.537060989339048,-0.428594097853137,-0.324570200359947,-0.250817135233223,0.939746869504182,-0.240946842065274,-0.194258322525093,-0.473230108651982,-0.455401364763872,-0.436146648523776,-0.0797256756115611,0.80217722153346,-0.0185137987548735,-0.304791555226284,-0.286786055870713,-0.168177447687327
Sdc4,-0.406608409507174,-0.339733804731661,4.0502462367635,3.71610497754891,-0.347812716953571,-0.477803058925909,-0.477803058925909,-0.471356974958383,-0.441660556590499,0.550251897953312,1.95707324289751,-0.477803058925909,-0.468370645382341,-0.477803058925909,-0.448156701861388,-0.443970169547614,-0.3123016708946,-0.445647613950003,-0.477803058925909,-0.477803058925909,-0.477803058925909,-0.477803058925909,-0.477803058925909,-0.349725507803388,-0.477803058925909,-0.477803058925909,-0.477803058925909,-0.477803058925909,0.833938196387456,0.96411513212795,1.75375051093446,0.75025265975009,-0.477803058925909,-0.254294166740345,-0.477803058925909,0.201114537842044,0.257953099283695,1.08783928597185,-0.145306555025866,-0.43523727689172,-0.440085820578104,-0.477803058925909,-0.353445599439787,-0.224014439975932,-0.302897822638613,-0.413755204397517,-0.477803058925909,-0.477803058925909,-0.477803058925909
Ccl4,-0.264224515595097,-0.375415404358027,2.68607171487848,5.52012179829499,-0.375415404358027,-0.375415404358027,-0.375415404358027,-0.347017005140889,-0.357332117707315,-0.056410640019318,-0.0322319590133265,-0.371132557884787,-0.375415404358027,-0.372342735112401,-0.363131630500567,-0.375415404358027,-0.215318692888573,-0.288968930748833,-0.375415404358027,-0.375415404358027,-0.375415404358027,-0.0249292096353709,0.327689710118013,0.236094166139517,1.16400101646379,-0.375415404358027,-0.265931179874099,-0.303551386943602,-0.375415404358027,-0.375415404358027,1.04155875269751,1.74462252043719,-0.375415404358027,-0.375415404358027,-0.375415404358027,-0.359538947983886,-0.375415404358027,-0.198752774421313,-0.0944692220226274,-0.348676975011441,-0.375415404358027,-0.375415404358027,-0.375415404358027,-0.322376679640009,-0.193573449080225,0.318889826070781,-0.375415404358027,-0.375415404358027,-0.375415404358027
Il1b,-0.237245988565166,-0.0805054954601857,2.82342620219146,6.13583026495338,-0.0844405215142251,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.187463324484389,-0.112474995702828,0.55035751571483,-0.227350360372702,-0.237245988565166,-0.237245988565166,-0.171354762962843,-0.194401724895601,-0.20715185214663,-0.141932023027673,-0.229748504537787,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.189391713457496,-0.163910794171182,-0.20575398355231,-0.0882367103493853,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.174758033942,-0.237245988565166,-0.197499839802518,-0.0920487787553003,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.118302883899976,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166,-0.237245988565166
Mmp14,-0.272529335312915,-0.144692216775828,3.34049420470639,5.71407205465642,-0.272529335312915,0.119612914852764,-0.136932752254113,-0.272529335312915,-0.272529335312915,-0.0983051204226499,1.2386930711234,-0.272529335312915,-0.254525514825224,-0.272529335312915,-0.272529335312915,-0.261452509698009,-0.256016097441887,-0.258421196786101,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.272529335312915,0.0153422376578946,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.0522339342312401,-0.0912189327089167,-0.152545273317735,-0.272529335312915,-0.272529335312915,-0.231413981323522,-0.272529335312915,-0.237378667880611,-0.13470891509265,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.272529335312915,-0.106635657675354,-0.211087517642399,-0.169824806158999,-0.272529335312915,-0.272529335312915,-0.272529335312915
Maf,2.23361369774758,3.18686407128038,4.15571901189329,0.881547799226328,0.28060666750709,-0.464927080046347,0.340549771546203,-0.176496132746498,-0.250395016905181,2.75238441219112,0.54207074082785,-0.330749468946034,-0.229216321495656,-0.160381430128852,-0.412630860310227,-0.429981013598968,-0.438733432394524,-0.457751597065153,-0.464927080046347,-0.464927080046347,-0.464927080046347,-0.464927080046347,-0.464927080046347,-0.464927080046347,-0.464927080046347,0.660280741572359,-0.464927080046347,-0.464927080046347,-0.464927080046347,-0.425965436628386,-0.268236350258923,-0.464927080046347,-0.339198772378462,-0.464927080046347,-0.464927080046347,-0.435260882806933,-0.382032380148036,-0.184586528139551,-0.464927080046347,-0.464927080046347,-0.464927080046347,-0.464927080046347,-0.136426333029736,-0.0139259031869682,-0.0798290661036009,-0.212434247277712,-0.464927080046347,-0.370864139315867,-0.464927080046347
Srgn,-0.154290575833927,1.05682168122371,2.21432834049328,1.82860681235858,-0.837792040827897,-1.41931192324113,-0.508428963162051,-0.389024238966085,-0.328842467588314,2.17263782302649,1.09722305186491,-1.13981079309326,-0.865798892917914,0.920067881776033,0.570977398444781,-0.350956290852246,0.854826924279396,-0.538840291445416,-1.26968238069138,-1.1505166098189,-0.826517103618942,0.368561963890445,-0.924296738761813,1.5699717574836,0.240976484009266,-1.41931192324113,-1.41931192324113,0.567940829814309,-0.239591931501791,-0.584193490515162,1.62267048633857,0.275666138320977,-0.907231468737132,-1.10605005957188,0.590042641819739,0.963571675093122,1.01010833829624,1.17105448090129,-0.624597410693269,-0.759086655252465,-0.615092227841451,-0.229299066641253,1.07304074215771,-0.297533473070418,-0.0937410049324123,-0.330905316227162,-0.969553159930648,-0.668990093770809,0.799503064394962
Peli1,-0.366866626338662,-0.234653644555533,4.37588298412258,1.04555944350938,-0.807712677024195,-0.807712677024195,-0.545693724658312,-0.00494737738942355,0.345400539631947,1.38352818520751,0.269080591458339,-0.142830668301346,0.0410745267571319,-0.458680214047386,-0.589835186333519,-0.577948410351769,-0.253625553902177,-0.391023646202925,-0.689022175134663,-0.616600466311117,-0.740519368544226,-0.374644118042405,-0.322794445822611,1.133068868941,1.69711321275534,-0.0796969106348993,-0.721782859591825,-0.710631460119218,-0.560684928513445,-0.206995771731155,1.13587217110611,0.368164721893865,-0.596581823029828,-0.55999545848204,-0.72332741287184,-0.225913254799889,-0.207067120337874,0.507371826389224,-0.537608378333479,-0.525264789942052,-0.593390160652579,-0.666820639839423,0.478140702846513,0.893175614641711,3.03221321846292,-0.21545092966345,-0.652988315987068,-0.552599621709104,-0.443735791499946
Parp14,-0.299043373879479,0.226077869607052,3.535351826313,1.92558701958728,-0.0553583942069834,-0.801764685404,-0.160759804824222,0.08416180508308,0.296230373280711,1.43081434468912,0.834354234268159,-0.27469063662201,0.167434636437415,-0.0563524336389574,-0.695977311627128,-0.689957072741223,-0.212513475572017,-0.428791782059541,-0.718863571830326,-0.524818530561065,-0.716458479334394,-0.576545643591831,-0.801764685404,1.03807094935634,0.181087695979128,-0.801764685404,-0.801764685404,-0.427298478226162,-0.455921010011726,-0.69184576387538,2.87379970162083,1.53776853139044,-0.638100443054817,-0.291939076738809,-0.558386108926352,-0.0573449295272324,-0.379499887855093,0.729893287658177,-0.23400190662837,-0.801764685404,-0.456203503591395,-0.460120066451594,-0.714484792419855,-0.0527903475348945,2.42939341845607,-0.341119385609942,-0.801764685404,-0.508486684957999,-0.801764685404
Zfp36,1.17876298221652,0.0784860203963765,3.62988591224113,0.811096813984303,-0.473061659515525,-0.319487874065317,-0.687512962059107,0.831535436926785,1.23169993377558,3.45481147685527,0.754086868389595,-0.274418857837323,-0.280380923342065,-0.560530296200119,-0.289817307139888,-0.331768220690884,0.724249044950345,-0.353045275296717,-0.658893593403282,-0.666367379745562,-0.732495538881177,-0.401953176635783,-0.772504831225312,0.354343793721297,-0.772504831225312,-0.772504831225312,-0.772504831225312,-0.772504831225312,-0.235964551798319,-0.101881268909309,1.48309132092059,0.285140248137817,-0.609979667052663,-0.772504831225312,-0.772504831225312,0.10858495023049,0.0114243254190232,1.81600126767342,-0.197703777250751,-0.432444370822714,-0.63789390074446,-0.716970927715057,-0.381371004028954,-0.418621032929524,0.937252820458529,-0.377522693903261,-0.772504831225312,-0.772504831225312,-0.597823475301501
Filip1l,0.952795329575508,0.917853544722372,4.73245523977208,0.268629209725754,-0.22985841475339,-0.631881738349771,-0.631881738349771,0.167843361957394,0.183737447576349,1.91105342066219,0.949179452564391,-0.491713758069212,-0.45991660794823,-0.551879925656783,-0.579166864038904,-0.583962460509294,-0.475146838973004,-0.54870990712253,-0.623248527740799,-0.621536775478187,-0.631881738349771,-0.44739181467465,-0.113909160845371,-0.0896028194555819,-0.631881738349771,-0.631881738349771,-0.631881738349771,-0.474420715000096,-0.196552944135921,-0.0119917537281272,2.394486920672,0.920064665377418,-0.511484896638912,-0.407922357386383,-0.531808624548,0.400089194612409,0.609355665788611,1.82679477431232,-0.390934434123258,-0.506818877217942,-0.528437431699005,-0.580062344294468,-0.0828013399898766,-0.377362744139464,0.0820020403893462,-0.401433978640313,-0.631881738349771,-0.631881738349771,-0.443210044102272
Mt1,0.274820791318882,0.412739346027549,5.1238640812109,0.233845105213738,-0.509963880745661,-0.509963880745661,-0.185030074721046,-0.29779085862918,-0.226303679929273,3.69610116656249,0.150987202566669,-0.29959560745815,-0.275828724939913,0.720212166095971,-0.416585064374821,-0.439759791710698,0.371437360112528,-0.407008061924942,-0.495705048758639,-0.49397706243168,-0.479652229248106,-0.509963880745661,-0.509963880745661,0.468230486262061,-0.509963880745661,-0.509963880745661,-0.509963880745661,-0.509963880745661,-0.443505720365836,-0.394708360251563,0.0448615025442854,0.0917521459357955,-0.348385317295447,-0.509963880745661,-0.194438416730981,-0.464527695968765,-0.348727644712855,0.286250810503372,0.724363178801314,-0.177178894332445,0.0460371046647709,0.668238273366362,-0.509963880745661,-0.339108921370553,0.0619740297102661,-0.275865781621939,-0.509963880745661,-0.400541067406091,-0.361888038511758
Socs3,-0.443446324705287,-0.320911495305107,5.04449755110929,1.25534222784044,-0.299633268954265,-0.443446324705287,-0.443446324705287,-0.314376276820875,-0.388098488862032,2.75988677218488,1.5229851114893,-0.420094061015701,-0.422337344659378,-0.394464238112937,-0.419080008173781,-0.431703255614239,0.102218905355262,-0.306659774868515,-0.421363193478309,-0.378526381687346,-0.397178051196111,-0.443446324705287,-0.443446324705287,0.986980217458474,-0.194788809064142,-0.443446324705287,-0.33690030222629,-0.443446324705287,-0.39978490592372,-0.443446324705287,0.740321406633742,0.316864131659091,-0.443446324705287,-0.443446324705287,-0.443446324705287,-0.443446324705287,-0.443446324705287,0.939492123106567,-0.284529117184185,-0.443446324705287,-0.443446324705287,-0.421364796158879,-0.345517398902906,-0.443446324705287,1.53995719314268,-0.108029741169516,-0.443446324705287,-0.304015774528859,-0.360601436082773
Klf9,-0.508584301022869,0.460469796007469,2.30030672309876,0.021914565228142,-0.508584301022869,-0.508584301022869,-0.226785963374862,-0.13695410177819,1.33133326520637,5.20850665624866,1.75087879313277,-0.265779147097256,-0.197689599101324,-0.350108584611075,-0.467474584026882,-0.469973769635312,-0.147009567356227,-0.331194361648395,-0.508584301022869,-0.494219859033451,-0.480193636967169,-0.508584301022869,0.269427324334211,1.24324323293028,0.0595026285308037,-0.508584301022869,-0.508584301022869,-0.508584301022869,-0.508584301022869,-0.355923495103508,0.847883491695317,0.278666038258146,-0.508584301022869,-0.31333890167641,-0.508584301022869,-0.508584301022869,-0.508584301022869,0.368389407563645,-0.417185303904921,-0.508584301022869,-0.39670705702933,-0.459628856910927,-0.508584301022869,-0.508584301022869,0.970297208001419,0.0624493784537484,-0.508584301022869,-0.508584301022869,-0.508584301022869
Ckap4,-0.477619016890392,-0.36822442948299,-0.509616702975279,0.827897957093789,-0.623373381822482,-0.752805741987062,-0.865692118209637,-0.313814471164476,-0.11363205747837,-0.716662047751095,-0.710040207412156,1.80274617282536,1.20793410371067,0.557172370270111,0.169062114034978,0.701053784975936,0.631195950114916,2.45562723886073,1.48698524860933,1.2081879915977,0.284779324041833,-0.875771670036542,-1.04514259833164,-0.753049530979267,-0.50006927187243,1.261238983872,-0.849639621675305,-0.88867295588597,-0.765774016108588,-0.725766947337434,-0.808307673915366,-0.773831546288093,0.269725140949861,-0.425303420901141,-0.809120373292002,-0.864598570961189,-0.462253952253368,-0.756937716073858,1.39912944114377,2.10427311393619,1.97742492090036,1.64274555652526,-1.02098778341857,-0.720913923755658,-0.871133511769497,0.692422294819971,0.440683814787506,-0.993635208283402,-0.757895054757034
Arrb2,-0.293283080179245,0.599695266273502,0.631365872074716,2.13268171555555,-0.904245810474479,-0.60304049483627,-0.991801630527861,-0.328142603976671,-0.325542086929839,-0.707656446647914,-0.338927680586792,-0.30915247677335,-0.404303792457186,-0.574446915324925,0.0949019768888186,0.613921669240158,0.922664292274607,2.62143738433778,1.06956406292929,0.598684264116859,0.337295917410195,-0.160143866329974,-0.977332384248905,-0.628000714512829,0.288333738719525,1.53171715928702,-1.01599052156983,-0.747171101924154,-0.964866235722802,-0.536936243863644,-0.722837141458984,-0.432837044593672,-0.510422890618739,-0.357412797002414,-0.913315228160193,-1.02925717883916,-0.84347244384563,-1.08066081135748,1.60394706842943,1.4722032031837,1.19450043975923,3.03749181773926,-0.793426980224254,-0.642155371951376,-0.72322498860318,0.221188520215661,0.555880523523934,0.0369047420020836,-0.704372670419562
Slfn4,-0.511842121464598,-0.708324331963107,0.043855100496574,1.62414277477493,0.32041082053964,-0.485835391423616,-0.451185206239625,-0.665198785343636,-0.653384767956103,-0.48985570820645,0.138872085809149,-0.342561205823469,-0.506590791061548,-0.511398365673419,0.0439968887110552,0.211542476364672,1.60064569218614,3.33466610882005,1.50257826873671,3.0899264755327,1.68320275560108,-0.777796882367668,-0.777796882367668,-0.301125792496686,-0.294837630324502,-0.113456125805525,-0.600425392568331,-0.777796882367668,-0.777796882367668,-0.777796882367668,-0.777796882367668,-0.498413254351825,-0.567880234101392,-0.370608171014389,-0.585874041701852,-0.720128368936212,-0.712550670846383,-0.550987148876316,0.557368074612649,0.260648989686266,0.964698503157333,1.8392890397768,-0.745556606204091,-0.777796882367668,-0.519334498987982,0.517064518336067,0.655041821039542,-0.566703052910242,-0.469314553326369
AA467197,-0.675852132083421,-0.386978182027457,0.507288608515654,1.28876078932524,-0.829843080949374,-0.195551238907977,-0.423406387285968,-0.829843080949374,-0.711439980969618,0.0145539306157098,0.743396696681233,-0.816558256693305,-0.817185044389124,-0.795182361053348,-0.0589500763493633,0.0280005835710147,1.73439157910734,3.90172229279856,0.756069054401171,0.588054288734164,1.08691865465979,-0.633473082658331,-0.829843080949374,0.402083656422584,-0.182409881380233,0.580593806496345,-0.829843080949374,-0.666583589052843,-0.829843080949374,-0.763042748745526,-0.200568798756858,1.0094271318687,-0.708481248284716,-0.212241737455216,-0.829843080949374,-0.685742361928677,-0.777866516102091,-0.255259488842666,1.6205569517441,-0.160767106488913,-0.0428425293894607,2.38934410231355,-0.829843080949374,-0.829843080949374,-0.279857101387394,0.978635530819059,1.02549091628117,-0.829843080949374,-0.736460995578504
