cell,alpha,half_life,,
Abcg1,0.00658137641363617,4.41591247570454,,
Abhd10,0.0112201345017992,2.21254105484035,,
Abhd11,0.00663829225702954,4.23421876523957,,
Abhd12,0.00975999709703319,3.9397033946654,,
Abhd13,0.0147816529323867,1.98093856114096,,
Abhd16a,0.00975479554918214,2.5762252829944,,
Abhd17a,0.0147280788877612,4.52314286995752,,
Abhd17b,0.0368437127389833,2.32934223565764,,
Abhd17c,0.0206091668979344,2.23439377535351,,
Abhd2,0.0195057319310257,2.17906441403276,,
Abhd5,0.0505993531828108,1.88025239570837,,
Abi1,0.0866018857220729,1.61023445996873,,
Abi3,0.00294669196450576,6.9348587255445,,
Abl1,0.0156419328425204,1.71624713335839,,
Abl2,0.00797301791287604,2.29337009938109,,
Ablim1,0.0362464439938104,3.25021108398806,,
Abr,0.01856281992874,2.78039835646673,,
Abracl,0.0725949411422072,2.53230760705146,,
Abraxas2,0.0229647235935796,1.58725663965817,,
Abt1,0.00780201926799044,2.15816436120372,,
Abtb1,0.0183507483802656,9.704530763675,,
AC110211.1,0.00492885837766942,7.35640655098742,,
AC121965.1,0.0411445843555486,3.65274093938845,,
AC139671.1,0.00443080731772923,7.49198574802836,,
Acaa1a,0.00682124226545449,5.45337836516177,,
Acaa2,0.011064530322385,3.5520332483591,,
Acad11,0.00553213892670582,3.55586206148107,,
Acadl,0.0304046159780087,2.79009478697515,,
Acadm,0.0307222768550141,1.57412977334672,,
Acads,0.00584357191393369,4.03449923495531,,
Acadsb,0.0134490210097737,2.33510956884326,,
Acadvl,0.00474436785792467,3.62457784183003,,
Acap1,0.0173387497628239,6.56729270718276,,
Acap2,0.0764951901019685,1.3895007549605,,
Acap3,0.00618383261466008,2.80744925261637,,
Acat1,0.0133497886458361,3.74501812064306,,
Acbd3,0.0427544074532754,1.37942927027757,,
Acbd5,0.0271122475519261,1.76238388234958,,
Acbd6,0.0082887778791435,2.63022195641296,,
Acd,0.00794845091870181,3.5827571226614,,
Acer3,0.0496782415199424,1.36031760483913,,
Acin1,0.156188193217166,1.39304294381629,,
Acly,0.0450945425788503,2.14722300087329,,
Aco2,0.0215935516641042,3.27250819945588,,
Acot7,0.0096339445711044,2.78305687161266,,
Acot8,0.00471087183353645,3.51530227828993,,
Acot9,0.0196943765912954,2.17588722404267,,
Acox1,0.00636645599192814,2.02571633897802,,
Acox3,0.0132781114400846,4.33619434745505,,
Acp1,0.0101189967099161,2.81272108683698,,
Acp5,0.00743728079753106,4.65928353128675,,
Acpp,0.00657368349963125,3.4531916844191,,
Acsl1,0.0508070701656412,2.36184286466165,,
Acsl4,0.0280592765483539,2.10525139243117,,
Acsl5,0.0265641521752678,2.08388207982158,,
Acss1,0.0133252408008904,2.68187294736385,,
Actb,0.355245342267613,3.46730639859206,,
Actg1,0.176095037768077,1.69023689985239,,
Actl6a,0.0405315769649267,1.48276471210787,,
Actn1,0.0664366821913414,4.75534385919693,,
Actn4,0.0708108711403802,1.99703134878281,,
Actr10,0.018785467753159,2.4629775201025,,
Actr1a,0.0249621496904444,2.02771250170252,,
Actr1b,0.0107554382430966,2.65927019762059,,
Actr2,0.310851158850837,1.26162735014872,,
Actr3,0.665488419740101,0.933755226866722,,
Actr6,0.0138752892636163,1.52949080484236,,
Actr8,0.0147590488987243,1.86513888872997,,
Acvr1b,0.00638864752011722,2.56601764434111,,
Acvrl1,0.00784077857226225,7.80859466117922,,
Acyp1,0.00637105380565017,3.39753022041259,,
Ada,0.00945088946518607,3.21381774265098,,
Adam10,0.0673312232519767,1.82374458255398,,
Adam15,0.00675742400385823,5.45876370515378,,
Adam17,0.0293129292920431,2.09791071794279,,
Adam19,0.0106217309109584,11.7922226827862,,
Adam8,0.0180980135596671,9.53461455848245,,
Adamts10,0.00609252529748895,3.32488167948368,,
Adap1,0.0190943866830855,1.85274137695852,,
Adar,0.0213041833241449,3.28598181037116,,
Adcy7,0.0203686099651957,3.12234242705715,,
Add1,0.0518476650648653,2.90461654173229,,
Add3,0.132602077641611,1.55997578038117,,
Adgre1,0.00851963289621792,2.69717135706004,,
Adgre5,0.0325096831398835,4.92118876154893,,
Adgrg1,0.0251811520443558,1.96778052709388,,
Adgrg3,0.0151516819832849,3.20033655161506,,
Adh5,0.0130977329828362,2.90640424353733,,
Adi1,0.00553732298216386,3.62866764092661,,
Adipor1,0.0748672299786619,5.38293648969551,,
Adipor2,0.0559127557444641,1.87493135464115,,
Adk,0.0101226754796338,3.5763809993909,,
Adnp2,0.00742546433596313,2.63801073810571,,
Ado,0.00580059125719182,2.6207302200949,,
Adpgk,0.124329410514479,2.10510250043506,,
Adprh,0.0458112306533367,2.12504521839081,,
Adprm,0.00887697971828513,2.50957141954671,,
Adrb2,0.00817631127002107,4.67319505162994,,
Adrm1,0.0136077746532165,2.62139939591258,,
Adsl,0.00681596405234307,2.53033055075193,,
Adss,0.045482667591044,1.63159142557416,,
Adssl1,0.0140796533874088,4.34378563974238,,
Aebp2,0.0499797847496882,1.36757840408554,,
Aes,0.0304486555307712,4.62697124912279,,
Aff1,0.0271336426433355,5.00238046050937,,
Aff3,0.0124104760148992,3.92419428476916,,
Aff4,0.0142768372846936,3.14662752138533,,
Afg3l1,0.0160038341061144,3.28616799359547,,
Afg3l2,0.00747405393500822,2.66665036425148,,
Aftph,0.0429288201440609,2.08220305998821,,
Agap1,0.0234429084881347,2.48142412959712,,
Agap2,0.00387126218082206,4.20904967067364,,
Agap3,0.00346863678992757,4.21820649785825,,
Agfg1,0.0390436240724002,1.93416876115954,,
Agfg2,0.00894629950758562,1.84182274787798,,
Aggf1,0.0453652663273252,1.56436662443807,,
Agl,0.0182414256631512,4.12408540695674,,
Ago1,0.0135904836407893,2.92589135864585,,
Ago2,0.0701867341487439,1.65555668865473,,
Agpat1,0.0110065422076379,3.25706909863772,,
Agpat2,0.0168702890969407,4.33193739495241,,
Agpat5,0.036571802348905,1.5891413588867,,
Agps,0.0789411374067585,1.22515578160525,,
Agtpbp1,0.0172310630763361,2.08610325118894,,
Agtrap,0.0216126272425972,3.35894221398247,,
Ahctf1,0.017861680650137,2.15383760270512,,
Ahcy,0.00399379049340032,6.37860656788418,,
Ahcyl1,0.0229652913459371,2.24497185977157,,
Ahcyl2,0.0121761663973881,1.58326395853416,,
Ahnak,0.207567678025411,1.24983938391345,,
Ahsa1,0.0322533628865031,2.11691874945879,,
Ahsa2,0.0149302992085711,2.3010114630086,,
AI314180,0.0279797807634864,2.27717889259461,,
AI413582,0.0142273911355531,2.86509832745726,,
AI467606,0.027908282578045,3.70935158018786,,
AI504432,0.0135306632339904,2.67425941126337,,
AI506816,0.00204524815453977,10.7390845444383,,
AI662270,0.112062009532921,1.1181366467183,,
AI837181,0.0067843013519558,3.28505686793535,,
AI839979,0.013020661767174,2.6187383255054,,
Aida,0.0270711094716058,1.75180587821132,,
Aif1,0.00491449063380066,6.35430214011145,,
Aifm1,0.0137596523109036,2.59706259606721,,
Aim2,0.0180853509060124,2.68050567533011,,
Aimp1,0.022757540532534,2.55398401463394,,
Aimp2,0.013850255617347,1.32692406419643,,
Aip,0.0189487517212448,4.01839719590241,,
Ak2,0.0884169775671341,1.80874636645323,,
Ak3,0.0133242511151332,2.02766750047284,,
Ak6,0.0143568055511223,1.91059000748517,,
Akap10,0.0143143638460327,1.55010275880799,,
Akap11,0.0252053957567202,1.59445970497995,,
Akap12,0.0192620735170108,3.10073488345512,,
Akap13,0.108906160307516,2.05984885692622,,
Akap8,0.0458950970364024,1.74605938226531,,
Akap8l,0.016872136086456,3.72515510157767,,
Akap9,0.0391416113363005,2.45798671371376,,
Akip1,0.00929952367216891,1.78428216815618,,
Akirin1,0.0475365009116025,1.80763545862695,,
Akirin2,0.0415874930247862,1.20395734368847,,
Akna,0.0445897964497794,4.11371060350862,,
Akr1a1,0.0432222300125065,3.8996206897605,,
Akr1b3,0.00486765201009314,6.10544686831206,,
Akt1,0.0434465235336013,2.22906801219921,,
Akt1s1,0.00769876443278872,2.50799898508096,,
Akt2,0.0240643184551685,2.41640343338063,,
Akt3,0.00691660175733449,2.75303228513801,,
Aktip,0.00764457460145944,1.83201848233884,,
Alad,0.00487826747943759,3.54865530875308,,
Alas1,0.0545459267586953,1.37669150696534,,
Alcam,0.02854325644532,2.33601713012534,,
Aldh16a1,0.0100512425379133,2.83840185239321,,
Aldh2,0.0340068207115919,9.47677447537512,,
Aldh3a2,0.0170980041332138,3.09147861039129,,
Aldh3b1,0.0194797989837503,4.52956512855129,,
Aldh4a1,0.00440818458906198,2.70910767573691,,
Aldh9a1,0.0206122960296905,3.77387687100575,,
Aldoa,0.0568610631782702,4.35884907726649,,
Alg2,0.0103065212499727,1.89588301646347,,
Alg5,0.00936661835162666,2.25909898686432,,
Alg8,0.0105030520032659,1.67146745472956,,
Alkbh1,0.0069988646089444,2.74707843625361,,
Alkbh4,0.00467571394746201,3.02868910902873,,
Alkbh5,0.046375718685812,1.37191474522405,,
Alkbh8,0.0157378921048076,1.88102443279219,,
Alox5,0.0205646565374103,4.15026348146358,,
Alox5ap,0.167178496389554,2.97271164210658,,
Alyref,0.0484041058792033,2.59624310293059,,
Ambra1,0.00439006285457021,2.72475208400829,,
Amd1,0.0370867021930804,1.2745527611168,,
Amdhd2,0.0104136667023589,3.01331266654234,,
Amer2,0.00290531008682643,8.4149670493543,,
Amfr,0.0363947575856299,2.46003542225116,,
Ammecr1,0.0176333498923969,2.80813246226335,,
Ammecr1l,0.0273940603222789,1.41039743520658,,
Amn1,0.00693471736559244,3.33981404743525,,
Ampd2,0.0160147453303904,1.83908292969745,,
Ampd3,0.00981313675435441,5.59992996831696,,
Amz2,0.00906301890668908,2.46862691445441,,
Anapc1,0.0156410882848626,2.98229054975562,,
Anapc10,0.00885814318031609,1.62530619875634,,
Anapc11,0.0244907131804565,2.61821159446944,,
Anapc13,0.00862636112281522,5.5263121409777,,
Anapc15,0.0139544996826505,2.23585970418399,,
Anapc16,0.020999209824848,1.87693039938608,,
Anapc2,0.0155807794545985,2.73850011431654,,
Anapc4,0.0197837422558661,1.80850752393518,,
Anapc5,0.046904854185996,2.89526379723564,,
Anapc7,0.0130304079488434,1.84644002488224,,
Angel2,0.0384378725020964,1.77807079571053,,
Ankfy1,0.0306493243479223,2.55177413612022,,
Ankhd1,0.0302089254268892,2.39641667074498,,
Ankib1,0.0212608450406866,2.41184923576664,,
Ankle2,0.0437515915765275,1.68252855204446,,
Ankra2,0.00732129897431389,3.16647156296995,,
Ankrd10,0.0325753249219144,1.46610719351295,,
Ankrd11,0.0418826696310802,2.66063303837398,,
Ankrd12,0.0996436755257032,1.7984224819206,,
Ankrd13a,0.0879570612452707,1.79039132430847,,
Ankrd13c,0.0228895815369943,2.16347573826295,,
Ankrd16,0.0104914515006297,1.9637807740858,,
Ankrd17,0.0498623729671333,1.6003239098615,,
Ankrd22,0.011479580632924,5.35408659141909,,
Ankrd26,0.00721368865124604,2.98333301007869,,
Ankrd27,0.013376139703343,2.991309664787,,
Ankrd28,0.0475184020202735,1.30776270209134,,
Ankrd40,0.017254534926825,1.97518285984674,,
Ankrd44,0.0607790702249741,1.95840716092826,,
Ankrd46,0.0169551615334061,1.93286270869209,,
Ankrd49,0.0125175083788066,2.58338377756357,,
Ankrd54,0.0102284370498935,1.9276101926286,,
Anks1,0.00918643984737202,2.79490593601086,,
Anks3,0.00681885704226084,3.00968073105119,,
Ankzf1,0.00515426717731548,2.82268231154991,,
Anln,0.0454319043605206,0.917408336666277,,
Ano10,0.00912490714819032,4.54184128860815,,
Ano6,0.0221454179751561,2.61985432701183,,
Anp32a,0.131888162546568,2.13369889304538,,
Anp32b,0.192033525134778,1.27035574809348,,
Anp32e,0.17311920602206,1.23760851048012,,
Antxr2,0.0141461375617984,7.67026998715165,,
Anxa1,0.158874927823341,2.72490637571027,,
Anxa2,0.068224579377209,4.08660544103922,,
Anxa3,0.038238966017572,3.05327427498296,,
Anxa5,0.0310834479329986,4.06616369399011,,
Anxa6,0.0211156723093903,5.16796933188138,,
Anxa7,0.0499055388531239,1.91964582798363,,
Aoah,0.00984068750004555,2.99932518431467,,
Ap1ar,0.0240100756482549,1.92496622858621,,
Ap1b1,0.0144095582180175,2.91093737591202,,
Ap1g1,0.0456081787197316,1.66172767255971,,
Ap1g2,0.00752864848182627,3.13773100797586,,
Ap1m1,0.0254935105373946,2.84544659578116,,
Ap1s1,0.0149325183617488,4.09944398026524,,
Ap1s2,0.0404166031007653,3.28647582952167,,
Ap1s3,0.00898781571928331,2.7402804144147,,
Ap2a1,0.00705532233772863,3.32667586367512,,
Ap2a2,0.0271243163494451,3.23523320112509,,
Ap2b1,0.0326032072144872,2.38941768975061,,
Ap2m1,0.0213806501666778,4.44156542878461,,
Ap2s1,0.0253062091549875,4.49505401225875,,
Ap3b1,0.0345658596012707,2.24755518486166,,
Ap3d1,0.0258862633090333,3.32441482274228,,
Ap3m1,0.0264630565737968,1.77509355769745,,
Ap3s1,0.0562568320429667,1.69025117531262,,
Ap3s2,0.00752509435472526,2.13900760918458,,
Ap4m1,0.00683424319394954,2.7741663554907,,
Ap4s1,0.00977517828976687,2.05181391472836,,
Ap5b1,0.00512894016342149,3.87547025282585,,
Ap5m1,0.0117126190217592,1.8885200942156,,
Apaf1,0.0701357394246173,1.23870477331764,,
Apbb1ip,0.117761929275939,2.30847230759008,,
Apc,0.0259699016463585,2.18570560345471,,
Apeh,0.0069432435482018,3.85803882859558,,
Apex1,0.0188702024948169,2.08436379328677,,
Aph1a,0.00585350573220787,2.4846779000283,,
Aph1b,0.00810779617718238,5.2959750238899,,
Aph1c,0.00494473684527233,5.22181318501633,,
Api5,0.0756338989973094,1.65333497695323,,
Aplp2,0.0245651924624766,4.5182351593356,,
Apmap,0.015556635595697,2.95892872159739,,
Apobec1,0.019114664354906,4.25006391457119,,
Apobec3,0.0722060109733562,1.90097525487553,,
Apobr,0.022778640620939,5.41846938511867,,
Apoe,0.0177445256782382,8.18509306884893,,
Apopt1,0.0109560862385925,2.63301458138836,,
App,0.0630182309804353,2.92098898258036,,
Appbp2,0.0521863161755025,1.48813776951858,,
Appl1,0.0361660953464499,1.83997249966583,,
Aprt,0.0434419417726869,3.14679991351908,,
Aqp1,0.00306870033371483,4.3997823958,,
Aqp9,0.0037493873325303,6.61308249618083,,
Aqr,0.0200262637640732,2.06759901967731,,
Araf,0.0196840423453018,2.32803455626857,,
Arap1,0.0252398052628842,3.34610055003412,,
Arap2,0.0170615642121583,2.26857085181191,,
Arap3,0.0188092294580205,4.0692898423096,,
Arcn1,0.0877768111171446,1.1066509132585,,
Arel1,0.0127290812216298,2.2149904808151,,
Arf1,0.125370159747468,1.48880372231155,,
Arf2,0.0153199209901321,1.80571696269678,,
Arf3,0.0520133440304357,2.23304183321928,,
Arf4,0.0949342848028646,1.24785697905755,,
Arf5,0.0408933432366331,3.72549677366974,,
Arf6,0.0314260700673666,2.55321766857115,,
Arfgap1,0.012351272422265,2.40983063619682,,
Arfgap2,0.0117350553485298,2.88190322465179,,
Arfgef1,0.0981448022522884,1.86516026747324,,
Arfgef2,0.0108715950220657,2.81610605224021,,
Arfip1,0.0119559831439088,2.55976320555165,,
Arfrp1,0.0185786325788187,1.87948650981548,,
Arg2,0.00338048136583823,10.9234933836391,,
Arglu1,0.0856759886704253,1.93755984232622,,
Arhgap1,0.0194171529810459,2.21868371558878,,
Arhgap11a,0.0790873800930622,0.976059954730087,,
Arhgap15,0.0401113000614619,2.54579775134086,,
Arhgap17,0.039037871051388,3.14840908760679,,
Arhgap18,0.0107174792104782,2.46372771806415,,
Arhgap19,0.0543057540461805,1.54804381086468,,
Arhgap21,0.0112842877500922,2.01986024235912,,
Arhgap23,0.00578702800729348,2.77471688982146,,
Arhgap25,0.0148612359881196,5.2879837493637,,
Arhgap26,0.0247324774695589,2.21730229221525,,
Arhgap27,0.0107730827528844,4.03961229963341,,
Arhgap30,0.0832454991209927,2.50503723546769,,
Arhgap4,0.0282399662394085,3.45113078924227,,
Arhgap45,0.0715829248100229,3.87164779863563,,
Arhgap5,0.0127611450394765,2.50388435250046,,
Arhgap9,0.0482378583477225,3.68115294550149,,
Arhgdia,0.0924556523838881,2.05502477102896,,
Arhgdib,0.136090322197342,4.25308294374531,,
Arhgef1,0.0553900409750523,3.48943728233984,,
Arhgef10l,0.00714826061663102,3.62957002133063,,
Arhgef11,0.00477955144010818,2.89418529964735,,
Arhgef18,0.0184963321038127,3.265361842572,,
Arhgef2,0.0323356368732914,3.04173639094269,,
Arhgef3,0.00931222172435496,5.21342260443146,,
Arhgef39,0.0261305189746805,1.3311305581628,,
Arhgef6,0.0395163308048915,3.0218668835694,,
Arhgef7,0.00841217140138315,2.67621365536343,,
Arid1a,0.127463017163404,1.35604487079844,,
Arid1b,0.0302772020066709,3.27050474838407,,
Arid2,0.0460603683376174,1.70043168557741,,
Arid3a,0.066220011426428,2.16734531496582,,
Arid3b,0.00645677022062334,3.80334426978778,,
Arid4a,0.0605677052845252,2.43726119751373,,
Arid4b,0.0398842467517233,2.91819841724282,,
Arid5a,0.00606107429519526,4.95958322548508,,
Arid5b,0.012504666425877,2.52754711402954,,
Arih1,0.0417902624992873,1.55687720669767,,
Arih2,0.0146637945205075,1.97807556656217,,
Arl1,0.0306587005318743,1.7672882658904,,
Arl11,0.0114958912869322,2.87004948039197,,
Arl14ep,0.0185524752446984,1.46718515641962,,
Arl16,0.00752745969168953,2.72845992614665,,
Arl2bp,0.0239653244959651,4.2607959107322,,
Arl3,0.00455472128532388,4.69723736308022,,
Arl4c,0.0127744394325274,5.504731044648,,
Arl5a,0.0190057421790116,3.26958059981824,,
Arl5c,0.0145325862919719,4.39004738433613,,
Arl6ip1,0.474487685531851,0.726573470471569,,
Arl6ip4,0.0149065504706716,2.88580442629347,,
Arl6ip5,0.0431617528863693,2.34849030165445,,
Arl6ip6,0.0496326725932986,1.34954628763348,,
Arl8a,0.0261403881809741,2.3603890020988,,
Arl8b,0.0402402786837321,1.62900638065896,,
Armc1,0.0364589831417118,1.25552553916529,,
Armc10,0.0118545959030711,1.99385774406574,,
Armc7,0.00248452584673591,7.1206155167305,,
Armc8,0.0339209488086253,1.72082378778964,,
Armt1,0.0157546820195495,1.78298790338839,,
Arnt,0.0135118803582358,2.44338217382897,,
Arntl,0.00961651068786983,3.19169923230368,,
Arpc1a,0.047326858150517,1.76516949492223,,
Arpc1b,0.0929405952933415,4.17158965162491,,
Arpc2,0.304198511662776,1.47738021777497,,
Arpc3,0.0722006289341183,4.94983629234055,,
Arpc4,0.0440597609995653,3.92830645224622,,
Arpc5,0.29333401703993,1.87701889979116,,
Arpc5l,0.0583474351870447,2.19472921994378,,
Arpp19,0.0475293736910699,2.70375064891861,,
Arrb1,0.0161392331055674,2.59658670024908,,
Arrb2,0.0787608203880722,2.98129930759402,,
Arrdc1,0.0240865767086801,2.85344144502087,,
Arrdc3,0.00699338336136036,4.65532740196507,,
Arsb,0.0268961085341639,2.73413555947237,,
Asah1,0.0264534351796836,3.33594413642117,,
Asap1,0.062175015113097,1.53051122652776,,
Asb6,0.00347007472678716,3.41687083991185,,
Asb7,0.0111784700274402,7.12106448783881,,
Asb8,0.0105561615070279,2.14183503038159,,
Ascc1,0.00515373003323748,3.51986217666312,,
Ascc2,0.00792233609694578,2.32384432916002,,
Ascc3,0.0253244186238236,1.76342271032459,,
Asf1a,0.0197322151031915,1.99102220389316,,
Asf1b,0.0469796574440742,1.73936375770887,,
Ash1l,0.0583123458934352,2.52563041635853,,
Ash2l,0.012852536992267,2.62823981125241,,
Asl,0.006508612214089,2.79421879850473,,
Asna1,0.0071424048173173,2.85287273290211,,
Asns,0.00594794665373553,2.33375915552832,,
Asnsd1,0.0148800861987981,3.35679309864817,,
Aspm,0.0439428746992704,1.28147481551958,,
Asprv1,0.00508640267225116,8.68373092440449,,
Aspscr1,0.00801065560353758,2.80286790405765,,
Asrgl1,0.013886798042101,2.12134382781117,,
Ass1,0.00538929777871259,6.15197579976127,,
Asxl1,0.0207213422208864,3.70522814568545,,
Asxl2,0.0296185577391994,2.02184062392022,,
Atad1,0.0341291478458003,1.91517215002884,,
Atad2,0.097762116940371,1.35608799676315,,
Atad2b,0.0497752823636568,1.18661748204088,,
Atad3a,0.00762106166151357,3.35438729323715,,
Atad5,0.025146647663455,1.97519334015028,,
Ate1,0.0210530103228627,1.7262235391023,,
Atf1,0.0642446162826572,1.2431750408613,,
Atf2,0.0420407527456093,1.19340471167151,,
Atf4,0.0373065633668305,2.93538579868077,,
Atf6,0.0283210021709075,2.04261604367085,,
Atf6b,0.0207139122407388,2.36950863801447,,
Atf7,0.0136120457074599,1.49773899760015,,
Atf7ip,0.0466624566131976,1.94016573147512,,
Atg101,0.0306072586908772,2.39307242144271,,
Atg12,0.021521111303904,2.04186795136607,,
Atg13,0.00753484844197707,2.76277890171068,,
Atg16l1,0.0106510827155448,2.32356150674243,,
Atg16l2,0.0128307647870966,2.26035317328997,,
Atg2a,0.00896790087227648,4.34651305888239,,
Atg3,0.0459473195362328,3.21554398902217,,
Atg4a,0.00812331733812157,2.64681216575575,,
Atg4b,0.0144800548634599,2.13999628417001,,
Atg4d,0.00873725571002231,3.38969335700971,,
Atg5,0.0329646650239224,1.77565581223014,,
Atg7,0.00862198581561628,3.98967410659677,,
Atic,0.0299769578533787,2.23456841593626,,
Atl2,0.0243736189377066,1.54684482797778,,
Atl3,0.0181391180720766,2.02240109873951,,
Atm,0.00878959906808333,2.35246919014692,,
Atmin,0.00804045273877127,2.22907040478325,,
